SGK-1 DAF-16
GLH-3 KGB-1
KLC-2 EBI-315639
GEI-17 CDK-9
GEI-4 F55A11.8
F53C11.5 GEI-4
NHR-42 NHR-28
PDK-1 WWP-1
RPS-3 T23D8.3
TAG-331 ZTF-7
ATN-1 SRX-136
DYLT-1 ZIP-1
F26H11.4 F28D1.2
ACT-5 CLS-2
ATG-16.2 F28H7.8
FTN-1 BATH-40
MPK-1 IFA-1
ZK858.2 CUL-3
CKS-1 NHR-20
CRM-1 F30H5.3
MKK-4 NHR-13
GPR-1 COL-181
ZYG-8 RPS-8
LIN-39 K10D6.4
C28H8.9 TAG-260
GLD-1 T06E4.10
RPA-2 CHC-1
H06H21.3 CHC-1
TTM-1 TTM-1
LIN-12 SEL-10
GEI-4 C26G2.2
RBX-1 ZK370.8
GEI-4 TAG-303
PQN-71 PPH-5
AAP-1 RPL-3
CSN-1 TAC-1
DYB-1 RPT-4
B0507.1 RPL-5
R07B7.2 C36C9.1
GLD-1 UCR-1
ZK856.11 BATH-40
C28H8.9 C44C10.4
F48F7.7 K04G2.10
R08D7.1 ZYG-12
GEI-16 Y42G9A.1
T28C12.4 GPD-2
MRT-2 C45B2.1
GEI-16 FLAP-1
T04H1.2 F53G12.4
T04H1.2 RNF-1
BTB-20 CUL-3
DPY-17 TAG-93
KIN-3 KIN-10
KNL-3 KBP-2
GEI-4 ZTF-4
SEM-5 SLI-1
MKK-4 W03C9.2
PQN-71 Y69H2.3
MEL-26 Y105C5A.1
T04H1.2 Y43H11AL.1
DLC-1 RPS-1
COH-3 F12E12.6
D2045.9 ASP-3
KLC-2 M04F3.3
SEC-3 LST-3
PMK-1 TAG-196
GEI-4 Y77E11A.7
HIM-6 KIN-20
CKC-1 BTB-13
APY-1 ASNA-1
T05H10.6 ZK1098.4
R02F11.1 C23F12.4
B0507.1 Y39B6A.1
ZK632.12 DCT-15
GST-5 NEX-3
MIG-5 ZK849.2
KNL-1 PBS-6
MPK-1 NFM-1
VAB-3 TAG-153
Y105E8B.5 C03C10.4
SNR-6 SNR-5
EIF-3.B F09C8.2
K09B11.9 EBI-314893
MPK-1 IFC-2
CAH-2 SRX-137
EMB-30 PRX-12
Y17G7B.14 C39D10.7
PIE-1 ZIF-1
EBP-2 F54D5.7
T19A6.3 CPL-1
ZK632.12 D2045.8
GEI-16 C27H5.2
KIN-2 F38E9.1
LEC-1 ECH-6
STA-1 PAL-1
EBI-1179655 HIM-10
PQN-5 W09D10.1
KIN-2 NHR-137
PTL-1 ACT-4
MES-6 K12H4.5
RSA-2 EBP-1
PABP-2 Y113G7B.17
GEI-16 STIP-1
MRT-2 BRC-2
SCRM-1 VET-6
MEI-1 SRD-7
PLK-1 BUB-1
GEI-4 KIN-10
TAG-331 SRT-42
BATH-43 PAK-1
M01E11.2 M01E11.2
TAG-61 PHB-1
TYR-4 C45G9.7
GST-5 ZC196.4
NHR-67 NHR-2
PRP-21 T24E12.6
CRM-1 F42D1.2
GEI-16 T02B11.3
MIG-5 CRP-1
ZYG-1 NEX-1
GEI-4 F53B3.3
Y63D3A.4 H28G03.2
WRN-1 FBXA-215
PAB-1 LEV-11
VAB-3 NHR-111
AIR-1 FBXA-88
K09B11.9 Y43F8C.6
ATN-1 KNL-3
K09B11.9 NHL-1
ATN-1 TAG-163
LEV-11 F25H5.3
F42D1.2 F31C3.2
DRH-1 T12D8.8
EMB-30 GPDH-2
DLC-1 R07B7.2
T04H1.2 MIG-5
RNR-1 MUA-6
MEL-26 CPZ-1
RPL-36 RNF-1
PAS-5 KEL-8
MKK-4 F54A3.6
MOM-4 K11G9.5
ERI-1 ERI-3
GEI-4 F14F9.4
RPT-6 T28C12.4
GST-12 K06A5.8
R02F11.1 Y39B6A.1
SCRM-8 HRD-1
F48F7.7 K04H4.2
T04H1.2 C06G3.6
TAG-208 KLP-3
RAD-23 RPN-10
HCP-4 NDC-80
ZYG-1 UNC-120
F43G9.5 Y42H9AR.1
MEL-26 RAD-26
SKR-1 F46F11.6
DNC-2 TAG-61
Y18D10A.8 IFE-3
LET-92 PPFR-3
DRH-1 RDE-4
T04H1.2 SECS-1
LIN-45 SMS-1
LMN-1 SYN-3
NPL-4.2 UFD-1
DRH-1 RPA-1
E01A2.4 ACO-2
UGT-41 RACK-1
EBI-327104 MIG-5
Y48G1C.1 EBI-311877
K09B11.9 RPL-7
F56C11.6 PNG-1
TAG-331 LBP-1
ABI-1 F41B4.1
TAG-208 VAB-3
C01B10.8 STR-131
SMA-4 COL-106
KLP-15 EBI-325250
F46G11.1 C06G3.6
F11A3.2 C50E3.5
RPS-10 SRH-20
GLD-1 VIT-6
LPD-5 STA-1
DYB-1 F59C12.3
HSP-17 HSP-17
VAB-3 SCRM-1
C49G7.1 F54B11.5
PQN-71 ABU-8
RPN-10 RPL-23
Y55B1BR.4 VAB-3
IKB-1 VHA-15
EBI-486319 ARS-2
F54C9.11 TAG-303
SPN-4 SMO-1
BCMO-1 KEL-8
F31E3.2 F19C7.5
LIN-45 F23H12.2
C05C10.5 DSH-2
MRT-2 PDI-2
K09B11.9 Y57A10A.1
TIR-1 EBI-311877
DAF-3 BRP-1
GEI-4 SRH-277
RNR-1 COGC-2
ALP-1 C16C8.5
T04H1.2 Y39B6A.1
NPP-1 IMB-2
NHR-171 NLP-25
FLH-1 NPP-20
F30A10.3 NHR-41
MLC-4 COL-181
GEI-4 ZTF-1
SYP-3 F54D10.5
F25H5.3 NHR-111
T04H1.2 RPL-23
T06E6.10 Y39B6A.1
AAP-1 MOG-5
F20B10.3 R02F2.5
F08G2.5 FTT-2
Y51H4A.8 COL-175
RPT-4 RPT-4
HDA-3 PDI-1
GLP-1 GRS-1
KIN-2 Y102A11A.2
LRX-1 Y69A2AR.18
IMB-2 GLD-1
ZYG-9 C53B7.3
GEI-16 BRP-1
GEI-4 ZC266.1
T03G11.6 F17E9.5
LIN-2 LIN-10
CRM-1 EBI-312545
T04H1.2 C16B8.3
STA-1 ALP-1
PSA-1 CEH-40
GIP-1 K09H11.1
MIG-5 F14F9.4
GEI-4 SAX-2
Y63D3A.4 SQT-3
LIN-15A HCP-1
ASPM-1 ACT-4
SMA-3 F43E2.7
RPN-11 RPS-7
LIT-1 B0393.3
KLP-11 IFB-1
IMB-2 NPP-7
T12D8.9 TAG-208
ABU-11 LYS-8
MPK-1 MUA-6
LEV-11 RAN-4
CRM-1 W03G1.5
WRN-1 AIR-2
TAP-1 HIS-74
GEI-4 NHR-31
EBI-331426 Y57A10B.6
F08G2.5 RPL-4
T28C12.4 IMB-2
NHR-35 CRT-1
MRT-2 C18D1.2
ABU-11 PPN-1
GEI-4 WVE-1
MES-4 ILE-2
RPN-2 F31C3.2
DYLT-1 GLP-1
MRT-2 SSS-1
BUB-3 Y53C10A.6
T08G5.5 MOM-5
GEI-16 ZK1240.2
DRH-1 CYN-6
UGT-3 GLN-3
C35A5.9 CSN-5
VPS-4 Y57A10A.24
CYP-13A7 F53B7.4
TBG-1 F08F8.2
PBS-6 C06G3.6
EGL-45 SPK-1
RPS-10 NHR-96
ATN-1 RNR-1
JNK-1 JUN
PQN-5 ABU-1
RPL-24.1 PPH-5
PMK-2 CSN-5
SMA-4 F20C5.6
HPL-1 F37D6.2
Y57A10C.6 PRX-5
BIR-1 Y119C1B.5
CCDC-47 K12H4.7
UAF-1 CHC-1
R06F6.12 F31C3.5
T04C9.1 RDE-4
UGT-3 SWAN-1
MBK-1 GEI-18
MIG-5 EBI-327238
F45B8.3 TAG-208
FOLT-2 LEC-2
DRH-1 TAF-6.1
RPN-11 RPL-19
M01F1.4 FAR-2
F46G11.1 RABN-5
FHOD-2 DLI-1
UNC-97 TAG-61
TAG-197 F54B11.7
NPR-3 Y39B6A.7
R06B9.1 ALX-1
ZYG-1 PAL-1
RCN-1 CLEC-28
CGH-1 NHL-2
RABN-5 CDC-26
COGC-4 EMB-9
F20H11.5 TAG-260
GIP-1 R06F6.8
PTPS-1 PTPS-1
MRT-2 SET-24
DLI-1 MTX-1
ATN-1 C06G3.6
CES-1 T27A3.1
MEL-26 SMO-1
Y71G12B.27 RPL-5
RDE-2 MUT-7
MRE-11 RAD-50
GEI-16 F29G6.2
EBI-331445 EFT-2
KLP-12 T06F4.1
